bidder_id,outcome,nb0fCountry,nb0fIP,nb0fURL,nb0fDevice,nb0fAuction,nb0fBids,nb0fMerch,nb0fPayAcc,nb0fAdress,nb0fUniqueCountry,nb0fUniqueIP,nb0fUniqueURL,nb0fUniqueDevice,nb0fUniqueAuction,nb0fUniqueBids,nb0fUniqueMerch,nb0fUniquePayAcc,nb0fUniqueAdress,jewelry,furniture,home goods,mobile,sporting goods,office equipment,computers,books and music,clothing,auto parts,nb0fBidsOnSelf,meanBidsPerAuction,stdBidsPerAuction,meanBidsPerCountry,stdBidsPerCountry,meanBidsPerDevice,stdBidsPerDevice
7f4e84da8ed11f4ea3a2d276f49949b7o31us,0.0,13,13,13,13,13,13,13,1,1,3,12,2,6,10,13,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3,0.9486832980505139,4.333333333333333,4.932882862316247,2.1666666666666665,2.401388487243717
22401c4dc0cb1e5d52da01ebb8b2839cdoauo,0.0,86,86,86,86,86,86,86,1,1,8,66,7,32,35,86,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4571428571428573,2.048569904948861,10.75,23.620511667374426,2.6875,5.596297739318091
2d82c3dc726d2bfa19c5f16ec3de5023lbse1,0.0,7,7,7,7,7,7,7,1,1,5,6,6,7,6,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1666666666666667,0.408248290463863,1.4,0.5477225575051661,1.0,0.0
282fe85277f7c07b0ffbc5fed621a02ezp1zr,0.0,1669,1700,1700,1700,1700,1700,1700,1,1,64,1205,571,320,164,1700,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.365853658536585,86.00620782204817,26.078125,94.49990420546081,5.3125,10.616239704082865
7f86c3c417ae1db5bea10bf9d0a7827ct3ni4,0.0,1761,1765,1765,1765,1765,1765,1765,1,1,34,924,392,274,137,1765,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.883211678832117,83.07005067424144,51.794117647058826,217.69700648152246,6.4416058394160585,20.715371448797406
c18cfb38fe1c4c01705391422177265cn9w5x,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
d65c538ae39fc1a7e0677583bba5fdc6ax1et,0.0,226,226,226,226,226,226,226,1,1,19,205,161,107,28,226,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.071428571428571,33.328809216795065,11.894736842105264,38.37518691498759,2.1121495327102804,1.8649047869050785
6c55d253787acf5210f7d785546db80dqtleg,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
55b39a51c925bfb42fb812ebc5fe318emsjjf,1.0,477,477,477,477,477,477,477,1,1,12,315,321,104,76,477,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.276315789473684,12.9074641808121,39.75,122.06490449384258,4.586538461538462,5.937556257349146
e5f43783127506211df8c6290c2ecadbyr779,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
cba6f45915ebbd4b5404c6d357153c0adeblt,0.0,249,249,249,249,249,249,249,1,1,21,151,98,99,89,249,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.797752808988764,8.406139227429527,11.857142857142858,25.152108687515078,2.515151515151515,3.764397223514112
4a2d5b70f0fcec3ad9d8ac4b447efd6f3vs9c,0.0,538,538,538,538,538,538,538,1,1,36,391,158,157,167,538,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.2215568862275448,5.4001352031320256,14.944444444444445,65.25420378114431,3.426751592356688,4.585657436376551
e1b1c514e1b87826fd045588f1f3881707cyy,0.0,4,4,4,4,4,4,4,1,1,1,3,4,3,3,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3333333333333333,0.5773502691896257,4.0,0.0,1.3333333333333333,0.5773502691896257
ca391c857d7aa75a72e2d7c3133e0d6ay9pil,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
dc752fa41d974bf688d25ea9d18e9a2eit904,0.0,9,9,9,9,9,9,9,1,1,1,7,1,1,5,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8,0.44721359549995804,9.0,0.0,9.0,0.0
5c725e840bcc103bb8d12c54ba9a0b37blxvw,0.0,3,3,3,3,3,3,3,1,1,2,3,2,3,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.5,0.7071067811865476,1.0,0.0
640f41f27c03aca0c45775eb918b666cnjsqv,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
eb2c4b4493f31788ead745533e0c9a18xzzlk,0.0,79,79,79,79,79,79,79,1,1,17,67,58,54,65,79,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2153846153846153,0.48387458642153913,4.647058823529412,5.41919247294498,1.462962962962963,0.8840934587957283
3c0026d48f3d6e10cef6cdb1f708793ccwkhr,0.0,9,9,9,9,9,9,9,1,1,2,8,2,7,9,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,4.5,2.1213203435596424,1.2857142857142858,0.48795003647426666
f2bf8c94172c4d71076e151cb4e136007iiur,0.0,7,7,7,7,7,7,7,1,1,1,7,7,6,5,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4,0.5477225575051661,7.0,0.0,1.1666666666666667,0.408248290463863
786fd201d9c952bc3453d4b3a6fa64046d8wb,0.0,8,8,8,8,8,8,8,1,1,2,3,2,2,5,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,0.5477225575051661,4.0,4.242640687119285,4.0,4.242640687119285
ca0c049b8c37c99ef93b6086e9947135onppq,0.0,90,90,90,90,90,90,90,1,1,24,73,2,41,68,90,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3235294117647058,0.6565667480495979,3.75,6.448794966638274,2.1951219512195124,2.0027420227668116
7fab82fa5eaea6a44eb743bc4bf356b3tarle,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
dcd54d7afa6820e3f00e1c9e83aecc7b4f3lw,0.0,217,217,217,217,217,217,217,1,1,18,80,119,72,59,217,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6779661016949152,4.352726763155847,12.055555555555555,40.02568619718539,3.013888888888889,3.843754969970194
45cfe8744884eb207048e3cbee31ec56hd9lm,0.0,5,5,5,5,5,5,5,1,1,2,4,3,3,5,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.5,2.1213203435596424,1.6666666666666667,1.1547005383792517
6ed7b95dcea7b359248e9efce91cbb11lm7hf,0.0,427,434,434,434,434,434,434,1,1,24,316,272,126,46,434,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.434782608695652,55.853241097207615,17.791666666666668,42.58289018176061,3.4444444444444446,4.852307583911897
79c18f0460f9bd86bcfb25da96d91490jfuxv,0.0,18,19,19,19,19,19,19,1,1,10,19,7,17,13,19,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4615384615384615,1.6641005886756874,1.8,2.2010098692292237,1.1176470588235294,0.3321055820775357
f18d2ebbd5e48ef4f1ee412339d6ed7adr9qi,0.0,7,7,7,7,7,7,7,1,1,2,5,4,5,6,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1666666666666667,0.408248290463863,3.5,2.1213203435596424,1.4,0.5477225575051661
e0b6466f9f720e9d9a00d7c12b2e2c6d8xwxz,0.0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
dcac75b5ccc362a66e7f9112f033bdebchxq4,0.0,14,14,14,14,14,14,14,1,1,2,13,6,12,9,14,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5555555555555556,0.7264831572567789,7.0,7.0710678118654755,1.1666666666666667,0.38924947208076155
3106ad6371a3b740e2af90635a4ad966zeu1u,0.0,6,6,6,6,6,6,6,1,1,5,6,3,2,4,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,1.0,1.2,0.4472135954999579,3.0,2.8284271247461903
7eb6a5ffc5e8471efad7cdc8927daf677qcf8,0.0,373,373,373,373,373,373,373,1,1,4,275,179,78,74,373,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.04054054054054,10.44940738857025,93.25,179.20635219396289,4.782051282051282,8.597262378973934
8f00a4c4d7f097bc1688f8d89431f6bfmodq2,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
65659f3fbf6207c570c4bb8ac64772e9umh95,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
c4b598fcb343bdd2cf826fc7541500e40xtte,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
0d0d43ac593a891ce100d8202d3d72c3xsma8,0.0,11,11,11,11,11,11,11,1,1,3,11,3,5,6,11,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8333333333333333,1.1690451944500122,3.6666666666666665,3.0550504633038935,2.2,2.6832815729997477
5c28b04424e96267711d5af2db62e022tp36c,0.0,2386,2429,2429,2429,2429,2429,2429,1,1,71,1643,733,346,279,2429,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.706093189964157,97.55260340126956,33.605633802816904,115.03309820261534,7.020231213872832,16.817249459013038
35a89119272ca55d7f602689616b58c3pebir,0.0,13,13,13,13,13,13,13,1,1,8,12,7,12,12,13,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0833333333333333,0.28867513459481287,1.625,0.7440238091428449,1.0833333333333333,0.28867513459481287
9819825acfa7e20c47a78bda5e76b195jh0gd,0.0,480,480,480,480,480,480,480,1,1,7,127,46,81,162,480,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.962962962962963,3.895990754782748,68.57142857142857,177.01493076654782,5.925925925925926,18.267305341632753
ca0331fc37db2b251a012376f7b987fcma2jw,0.0,656,656,656,656,656,656,656,1,1,3,96,49,73,50,656,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.12,23.241974695690164,218.66666666666666,373.550978225641,8.986301369863014,41.17594131376453
b42ef139c2dfbff8356e8886d2b109e06riso,0.0,13,13,13,13,13,13,13,1,1,2,11,5,10,7,13,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8571428571428572,1.4638501094227998,6.5,7.7781745930520225,1.3,0.6749485577105528
3d54d594ffba32e8d6527a688e7227e30iq3k,0.0,85,85,85,85,85,85,85,1,1,11,66,62,35,52,85,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6346153846153846,1.0669517907010801,7.7272727272727275,18.044893510857353,2.4285714285714284,3.8978554758898345
b970a53727b2bfaf02079779c846a52fj3f0q,0.0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
b232fdca7cb98028e8945005f619fb28p8788,0.0,6,6,6,6,6,6,6,1,1,5,5,3,6,4,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,0.5773502691896257,1.2,0.44721359549995804,1.0,0.0
db80f065a93cc6b41d12af614bc3ec11kpwjp,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
7029915a2c5aa5d964acfd85c30c3950b4opr,0.0,507,508,508,508,508,508,508,1,1,30,325,145,175,206,508,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.466019417475728,3.1415874004622344,16.9,47.50923685144706,2.902857142857143,3.6963391111073856
295fbc4ef00fe0cea7947811e78bb8aez9ti2,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
9c0cbc0fd8a6c22ae3648801ade080fek6i13,0.0,609,609,609,609,609,609,609,1,1,27,276,284,205,67,609,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.08955223880597,12.618806723688479,22.555555555555557,36.61371467857506,2.970731707317073,5.913520728225808
ae45f9b94d86f931c84c94f3975e3d7bkv2r0,0.0,54987,54987,54987,54987,54987,54987,54987,1,1,95,21633,9451,1494,974,54987,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56.45482546201232,494.9014389115398,578.8105263157895,2080.7622442050647,36.80522088353413,313.15454192156795
11b1859aaf7fa93818baa76007cf7207d8uwy,0.0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
b2d3db61ddb119aa4e5f43e1bf72e349xr5tp,0.0,1144,1144,1144,1144,1144,1144,1144,1,1,19,875,155,218,155,1144,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.380645161290323,17.589943617424723,60.21052631578947,238.95805744183284,5.247706422018348,12.836193043816213
11d7f0a5076649b229c301a22537834e1ehwg,0.0,1135,1135,1135,1135,1135,1135,1135,1,1,82,589,500,315,243,1135,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.670781893004115,7.509130131814879,13.841463414634147,31.488767157372767,3.6031746031746033,6.550002874846647
2e1eb5b56591662fd7ecd7b39621bbcfgd1ks,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
4f891171f7b09f54d8b4f30b48421f178m75r,0.0,875,875,875,875,875,875,875,1,1,38,662,133,178,173,875,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.057803468208093,11.962981167042374,23.026315789473685,117.93894133557858,4.915730337078652,8.389439135700119
3995d9ce0cebd62d77cb8add067d93e15oezc,0.0,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,,3.0,0.0,3.0,0.0
e67abc3ba39537cc640678297a7c5bfag490k,0.0,143,143,143,143,143,143,143,1,1,10,126,22,76,61,143,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3442622950819674,2.227743596120219,14.3,38.56898581330169,1.881578947368421,1.7202101054864025
eefb0b863345336dce70312ff0f8faeb9qksv,0.0,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,2.0,0.0,1.0,0.0
57e1892d3d62d87c9ba5e8425a1958c0fn11u,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
88e24a019c32a60f2ff315a9d217ec33q144x,0.0,24,24,24,24,24,24,24,1,1,8,20,3,15,20,24,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.523148363780597,3.0,3.5050983275386565,1.6,1.3522468075656264
2906a20e0b4f7ce840d051c4be898b66do6wh,0.0,1549,1549,1549,1549,1549,1549,1549,1,1,1,409,267,158,13,1549,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119.15384615384616,311.48404083083886,1549.0,0.0,9.80379746835443,71.47263151410527
67083f257438b1b79cb09cfa601890855of77,0.0,10,10,10,10,10,10,10,1,1,4,9,5,8,9,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1111111111111112,0.33333333333333337,2.5,2.3804761428476167,1.25,0.4629100498862757
d1f000f475c502ecd2e993c52987e63ed3k7n,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
bd8bd6cae40abb19b81b6b6a7775f63e5tk1s,0.0,12,12,12,12,12,12,12,1,1,4,12,2,9,6,12,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0954451150103321,3.0,4.0,1.3333333333333333,0.5
3961434cea4339f0049798fab2bc73aekuxjv,0.0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,1.0,0.0
a3ef8857f2e33ecd25c409622b4e3ebcij8hv,1.0,716,716,716,716,716,716,716,1,1,7,114,113,42,39,716,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.358974358974358,24.01478402051447,102.28571428571429,225.8441308260443,17.047619047619047,42.560689741426536
a8a5bcf248e1326b3340c88e057f59e9nlslq,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
db5e9f85e7d180f7d952f12e5dae5900q9xif,0.0,4,4,4,4,4,4,4,1,1,3,4,2,2,4,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.3333333333333333,0.5773502691896257,2.0,1.4142135623730951
e24542c1bd46a4a0f98b0fa95d8fc40brecdx,1.0,2212,2212,2212,2212,2212,2212,2212,1,1,19,2009,23,141,240,2212,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.216666666666667,30.11155919594,116.42105263157895,478.7706845881989,15.687943262411348,99.4635708439292
8b809e18804865ff2a2e799c9a5e8a48mtxdh,0.0,222,222,222,222,222,222,222,1,1,20,137,133,66,74,222,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.67871894420942,11.1,36.13847636085686,3.3636363636363638,4.32038589315055
e1fb642deec7b382433de94983d97681o14ko,0.0,1081,1081,1081,1081,1081,1081,1081,1,1,53,799,396,275,263,1081,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.110266159695818,13.94917194748461,20.39622641509434,84.98604854342075,3.930909090909091,9.220670066204917
5d02346d70f11cd61d9fb955846ee9bdp5o6k,0.0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,1.0,0.0
bf80bec9b4a8d29c494f8545f2a4be4eji6qj,0.0,361,361,361,361,361,361,361,1,1,12,263,54,38,55,361,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.5636363636363635,32.64555079229,30.083333333333332,67.27076676094946,9.5,19.07984644960594
3fae46174ef1a7dce5e9893775f814c4so8s0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
313ede314e2e05c31471fd6a93f98af713jud,0.0,55,56,56,56,56,56,56,1,1,18,53,27,43,12,56,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.666666666666667,12.390123143663725,3.0555555555555554,3.333823493373236,1.302325581395349,0.7082804032077309
9b51afa3c3a736bdf93bd1f2a7b0a0903c34w,0.0,131,133,133,133,133,133,133,1,1,16,113,25,67,22,133,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.045454545454546,22.115448754051393,8.1875,22.160682149548858,1.9850746268656716,2.862995556222977
35b111da8e919bb34e80511be9cbd128pjjdm,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
6b9a3d480add21788772e118e6d51ed57e3w9,0.0,6,6,6,6,6,6,6,1,1,2,5,1,5,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.4472135954999579,3.0,2.8284271247461903,1.2,0.44721359549995804
30ef7862d69b3440ebf2726ee85a0b8397ta7,0.0,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,1.0,0.0
f8d0d52114da74d98800dc7553008705dth38,0.0,22,22,22,22,22,22,22,1,1,4,4,2,1,20,22,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1,0.3077935056255462,5.5,1.7320508075688772,22.0,0.0
3d7cff3dedd8a8e02dbc551c6a61da3bibbvh,1.0,2505,2505,2505,2505,2505,2505,2505,1,1,65,821,844,266,225,2505,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.133333333333333,33.575607642623986,38.53846153846154,190.17262527463345,9.417293233082706,74.70623424898773
39f9dad880d32ee607af7571ec24807bn1g2d,0.0,254,254,254,254,254,254,254,1,1,5,210,6,67,44,254,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.7727272727272725,8.146517693379254,50.8,110.24155296438815,3.791044776119403,6.05664501947275
8fe6da2176541d0ce24574dbb60f9107oq1kn,0.0,162,166,166,166,166,166,166,1,1,19,151,44,71,41,166,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.048780487804878,16.995515907897868,8.526315789473685,21.975664371331384,2.3380281690140845,2.3418165230791668
66513f72be85596a527f9f653db3cb72cq4jg,0.0,6318,6318,6318,6318,6318,6318,6318,1,1,74,3955,1160,508,504,6318,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.535714285714286,22.593448844775878,85.37837837837837,508.3344736099926,12.437007874015748,69.22998552621951
5b45b150b6b683a98b5bc19c4214f44cvzru7,0.0,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,,2.0,0.0,1.0,0.0
01255c2c7c5578c186873422fc00fd7afwk8k,0.0,60,65,65,65,65,65,65,1,1,5,55,29,34,13,65,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,12.942179105544785,12.0,22.39419567655869,1.911764705882353,1.676353312344235
f04748a1437347d837a65ce04ee7d94enqhub,0.0,1252,1262,1262,1262,1262,1262,1262,1,1,89,793,5,258,51,1262,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.745098039215687,162.87023584894263,14.067415730337078,31.44612917095786,4.891472868217054,8.352394572724814
3835e3bbf9a17a33867860a9ba19621dp4wdc,0.0,31,31,31,31,31,31,31,1,1,4,27,8,10,17,31,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8235294117647058,1.2366938848016846,7.75,6.075908711186061,3.1,3.2472210341220142
9ab3bca29dbc32070cd7f729ea55639a350tu,0.0,3,3,3,3,3,3,3,1,1,2,3,2,3,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.5,0.7071067811865476,1.0,0.0
b46132a554a2a3b93efc5a9352036e6crl6sk,1.0,262,262,262,262,262,262,262,1,1,2,152,19,59,37,262,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.081081081081081,8.917455972474492,131.0,183.84776310850236,4.440677966101695,6.9957405425968835
c871daa6b709e008825b667b05efddca04jbe,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
644e284380171fa793695a91b6a12c28jcwku,0.0,60,60,60,60,60,60,60,1,1,6,54,37,27,23,60,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.608695652173913,4.376997003288716,10.0,17.274258305351346,2.2222222222222223,2.118296364340808
37921a9d842612b3b0281f7098d0002539xrj,0.0,9,9,9,9,9,9,9,1,1,1,9,6,7,5,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8,1.0954451150103324,9.0,0.0,1.2857142857142858,0.48795003647426666
2a5726bd00709641cc54a8ab5422cde3uchoe,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
